bookId,name,location,isbn,publisher,author,isBorrowed
817,How Not to Say What You Mean: A Dictionary of Euphemisms (Oxford Paperback Reference S.),1F Section: 19,0198604025,Oxford University Press,R. W. Holder,False
818,Cooking for One (Cook's Essentials),1F Section: 6,1842151053,Southwater Publishing,Valerie Ferguson,False
819,Les Fourmis,1F Section: 16,2253063339,LGF,Bernard Werber,False
820,How to Draw Celtic Knotwork: A Practical Handbook,1F Section: 15,1860198597,Brockhampton Press,Andy Sloss,False
821,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter,2F Section: 2,0767908473,Broadway,ALLAN ZOLA KRONZEK,False
822,Celtic Myths and Legends,1F Section: 17,1842040154,Lomond Books,Charles L. Squire,False
823,Scottish Folk and Fairy Tales (Penguin Popular Classics),1F Section: 3,0140622063,Penguin Books Ltd,Gordon Jarvie,False
824,Terrible Times (Eddie Dickens Trilogy S.),1F Section: 2,0571209521,Faber Children's Books,Philip Ardagh,False
825,CantilÃ¨nes en gelÃ©e ; Barnum's digest ; Vingt poÃ¨mes inÃ©dits (10/18 [i.e. Dix/dix-huit] ; 517),3F Section: 0,2264009306,Union gÃ©nÃ©rale d'Ã©ditions,Boris Vian,False
826,Glasgow Zen,3F Section: 14,1841952931,Canongate Books Ltd,Alan Spence,False
827,Totally Muffins Cookbook (Totally Cookbooks),1F Section: 20,0890877564,Celestial Arts,Helene Siegel,False
828,Tigger's Little Book of Diet and Exercise,3F Section: 25,1405200677,Egmont Childrens Books,E.H. Shepard,False
829,Eeyore's Little Book of Gloom,3F Section: 6,0416196772,Routledge,Alan Alexander Milne,True
830,The Adventures of Dougal,3F Section: 9,0747538069,Bloomsbury Publishing PLC,Eric Thompson,False
831,Amy and Isabelle,3F Section: 26,0375501347,Random House Inc,Elizabeth Strout,False
832,Rule of the Bone : Novel A,1F Section: 24,0060927240,Perennial,Russell Banks,False
833,Me Talk Pretty One Day,1F Section: 8,0316776963,Back Bay Books,David Sedaris,False
834,Stone Butch Blues,3F Section: 21,156341029X,Firebrand Books,Leslie Feinberg,False
835,stardust,1F Section: 14,0060934719,Perennial,Neil Gaiman,False
836,Fires of Aggar,1F Section: 24,1886383421,Windstorm Creative,Chris Anne Wolfe,False
837,Kamikaze Lust,3F Section: 19,1888451084,Akashic Books,Lauren Sanders,False
838,Gossamer Axe,3F Section: 9,0451450256,New Amer Library,Gael Baudino,False
839,Witchfire,2F Section: 0,1555835953,Alyson Books,Lauren Maddison,False
840,Seven Moves,2F Section: 2,0395877563,Mariner Books,Carol Anshaw,False
841,Return to Isis,2F Section: 12,0962893862,Rising Tide Press (AZ),Jean Stewart,False
842,Hood,1F Section: 8,1555834531,Alyson Publications,Emma Donoghue,False
843,Leaving Pipe Shop: Memories of Kin,1F Section: 9,0393318435,W. W. Norton &amp; Company,Deborah McDowell,False
844,Love Ruins Everything: A Novel,2F Section: 26,0889740828,Press Gang Publishers,Karen X. Tulchinsky,False
845,Skin: Talking About Sex Class &amp; Literature,2F Section: 9,1563410443,Firebrand Books,Dorothy Allison,False
846,Death: At Death's Door (Vertigo Number 1),1F Section: 0,1563899388,DC Comics,Jill Thompson,False
847,The Second Coming of Curly Red,2F Section: 10,1563411148,Firebrand Books,Jody Seay,False
848,Night Mares,3F Section: 2,0553579681,Crimeline,Manda Scott,False
849,Hen's Teeth,2F Section: 14,0553579673,Bantam Books,Manda Scott,True
850,The Door to December,2F Section: 24,0451181379,Signet Book,Dean R. Koontz,False
851,No Shirt No Shoes No Problem!,3F Section: 2,0786889160,Warner Books (Mm),Jeff Foxworthy,False
852,The Scions of Shannara (Heritage of Shannara (Paperback)),3F Section: 13,0345370740,Del Rey Books,Terry Brooks,False
853,Star Wars the Rebel Dawn: The Han Solo Trilogy (Star Wars: Han Solo Trilogy (Paperback)),2F Section: 25,0553574175,Spectra Books,A.C. Crispin,False
854,The Hutt Gambit (Star Wars: The Han Solo Trilogy Vol. 2),2F Section: 19,0553574167,Bantam Books,A. C. Crispin,False
855,The Paradise Snare (Star Wars: The Han Solo Trilogy Volume 1),1F Section: 2,0553574159,Spectra Books,A. C. Crispin,False
856,A Year of Full Moons,2F Section: 16,0312287240,Stonewall Inn Editions,Madelyn Arnold,False
857,Alanna: The First Adventure (Song of the Lioness (Paperback)),2F Section: 17,0679801146,Random House Children's Books,Tamora Pierce,False
858,The Beans of Egypt Maine,1F Section: 0,0446300101,Warner Books,Carolyn Chute,False
859,Warrior Moon,1F Section: 22,0821750410,Zebra Books,Sara Orwig,False
860,The Funhouse,2F Section: 0,0425142485,Berkley Publishing Group,Dean R. Koontz,False
861,Cold Iron,3F Section: 18,0451456548,Roc,Melisa Michaels,False
862,Circle of Three #12: Written in the Stars (Circle of Three),3F Section: 5,0060006048,Avon,Isobel Bird,False
863,The Space Merchants,1F Section: 3,0312906552,St Martins Pr,Frederik Pohl,False
864,DREAMSNAKE,2F Section: 8,0440117291,Dell,VONDA MCINTYRE,False
865,Titan,2F Section: 20,0425049981,Berkley Publishing Group,John Varley,False
866,The Year They Burned the Books,2F Section: 26,0374386676,Farrar Straus Giroux,Nancy Garden,False
867,A Density of Souls,2F Section: 16,0786886463,Miramax,Christopher Rice,True
868,Slow River,2F Section: 9,0345395379,Ballantine Books,Nicola Griffith,False
869,Changer,3F Section: 16,0380788497,Eos,Jane Lindskold,False
870,Trixie Belden and the Mystery Off Glen Road (Mystery Off Glen Road),3F Section: 19,0307215342,Random House Childrens Books,Julie Campbell,False
871,Lark in the Morning,2F Section: 5,0374343381,Farrar Straus &amp; Giroux,Nancy Garden,False
872,Saving Grace,1F Section: 16,0345403339,Ballantine Books,LEE SMITH,False
873,Lena (50 State Quarters),1F Section: 0,0440226694,Laurel Leaf,JACQUELINE WOODSON,False
874,I Hadn't Meant to Tell You This,2F Section: 1,0440219604,Laurel-Leaf Books,Jacqueline Woodson,False
875,Raise the Roof: The Inspiring Inside Story of the Tennessee Lady Vols' Undefeated 1997-98 Season,2F Section: 27,0767903285,Broadway Books,Pat Head Summitt,False
876,Ufos JFK and Elvis: Conspiracies You Don't Have to Be Crazy to Believe,2F Section: 9,0345429176,Ballantine Books,Richard Belzer,False
877,Hannibal,3F Section: 9,038529929X,Del Sol Press,Thomas Harris,False
878,About a Boy (Movie Tie-In),3F Section: 12,1573229571,Riverhead Books,Nick Hornby,False
879,Mostly Harmless,2F Section: 12,0345418778,Ballantine Books,Douglas Adams,False
880,The Thorn Birds (Modern Classics),2F Section: 16,0517201658,Wings,Colleen McCullough,False
881,Dreamcatcher,3F Section: 19,0743211383,Scribner,Stephen King,False
882,Sudden Mischief (Spenser Mysteries (Hardcover)),3F Section: 1,039914370X,Putnam Pub Group,Robert B. Parker,False
883,Elements of Programming With Perl,1F Section: 10,1884777805,Manning Publications,Andrew L. Johnson,True
884,To Catch a Cat,2F Section: 9,0312977905,St. Martin's Minotaur,Marian Babson,False
885,People of the Wolf (The First North Americans series Book 1),1F Section: 29,0812521331,Tor Books,W. Michael Gear,False
886,The Door to December,1F Section: 28,0451205421,Signet Book,Dean R. Koontz,False
887,College Majors and Careers: A Resource Guide for Effective Life Planning (College Majors and Careers),1F Section: 12,0894342789,Ferguson Publishing Company,Paul Phifer,False
888,Smilla's Sense of Snow,1F Section: 2,0440218535,Island,Peter Hoeg,False
889,The Grass Is Always Greener over the Septic Tank,2F Section: 22,0449207595,Fawcett Books,Erma Bombeck,False
890,Viaggi del tempo immobile (I coralli),3F Section: 15,8806142267,Einaudi,Roberto Vecchioni,False
891,Rumpole on Trial,1F Section: 21,0670844594,Penguin USA,John Mortimer,False
892,Billy Bathgate,1F Section: 2,039457513X,Random House,E. L. Doctorow,False
893,Citizens: A Chronicle of the French Revolution,2F Section: 28,0394559487,Random House Inc,Simon Schama,False
894,The Man Who Killed the Deer,1F Section: 17,0804001944,Ohio University Press,Frank Waters,False
895,The Music of Dolphins (Apple Signature Edition),1F Section: 20,0590897985,Hyperion Books for Children,Karen Hesse,False
896,Sunwing (Aladdin Fantasy),1F Section: 15,0689832877,Aladdin,Kenneth Oppel,False
897,Caddie Woodlawn - Newbery Promo '99 (Aladdin Fiction),1F Section: 13,0689829698,Aladdin,Carol Ryrie Brink,False
898,The Hork-Bajir Chronicles (Animorphs Series),3F Section: 25,0439042917,Scholastic,K. A. Applegate,False
899,The Silver Chair (full color) (Narnia),1F Section: 5,0064409457,HarperTrophy,C. S. Lewis,False
900,The Magician's Nephew (Narnia),2F Section: 12,0064405052,HarperTrophy,C. S. Lewis,False
901,Circles in the Stream (Avalon: Web of Magic 1),2F Section: 21,043922165X,Scholastic,Shelly R. Roberts,False
902,High Wizardry: The Third Book in the Young Wizards Series,1F Section: 9,0152162445,Magic Carpet Books,Diane Duane,False
903,Deep Wizardry: The Second Book in the Young Wizards Series,1F Section: 8,0152162577,Magic Carpet Books,Diane Duane,False
904,So You Want to Be a Wizard: The First Book in the Young Wizards Series,1F Section: 18,015216250X,Magic Carpet Books,Diane Duane,False
905,Going for Great (Ag Fiction (American Girl)),3F Section: 22,1562477528,Pleasant Company Publications,Carolee Brockmann,False
906,All That Glitters (Avalon 2),1F Section: 29,0439221676,Scholastic,Rachel Roberts,False
907,Cry of the Wolf (Avalon 3),1F Section: 21,0439221684,Scholastic,Rachel Roberts,False
908,The Secret of the Unicorn (Avalon Web of Magic 4),2F Section: 0,0439221714,Scholastic Paperbacks,Rachel Roberts,False
909,Avalon: Web Of Magic #5: Spellsinger,1F Section: 18,0439221706,Scholastic Paperbacks,Rachel Roberts,False
910,Trial by Fire,2F Section: 24,0439221730,Scholastic Paperbacks,Rachel Roberts,False
911,Ties That Bind Ties That Break (Laurel-Leaf Books),2F Section: 8,0440415993,Laurel-Leaf Books,Lensey Namioka,False
912,The Hauntings of Williamsburg Yorktown and Jamestown,2F Section: 7,0895872102,John F. Blair Publisher,Jackie Eileen Behrend,False
913,The Janitor's Boy,3F Section: 12,068983585X,Aladdin,Andrew Clements,False
914,The Hitchhiker's Guide to the Galaxy,3F Section: 21,0345391802,Ballantine Books,Douglas Adams,False
915,The Giver (21st Century Reference),2F Section: 23,0440219078,Laure Leaf,LOIS LOWRY,False
916,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,2F Section: 9,185424597X,Monarch Books,Paul Hattaway,False
917,The Little Book of Chocolate (Little Book Of...(Flammarion)),3F Section: 3,2080105434,Flammarion,Alain Stella,False
918,Das Schlampenbuch. ErzÃ?Â¤hlungen. ( neue frau).,3F Section: 3,349913358X,Rowohlt Tb.,Milena Moser,False
919,Die zwei Gesichter des Januars.,1F Section: 22,3257201761,Diogenes Verlag,Patricia Highsmith,False
920,Nacht Ã?Â¼ber den Wassern.,3F Section: 14,3404121686,LÃ?Â¼bbe,Ken Follett,False
921,Die SÃ?Â¤ulen der Erde. Roman.,2F Section: 6,3404118960,LÃ?Â¼bbe,Ken Follett,False
922,A Man Rides Through (Man Rides Through),2F Section: 0,0345356578,Del Rey Books,Stephen Donaldson,True
923,Mirror of Her Dreams (Mordant's Need),1F Section: 10,0345346971,Del Rey,STEPHEN R. DONALDSON,True
924,Reader,1F Section: 10,0753804700,Phoenix Books,Bernhard Schlink,False
925,The Dead Zone,2F Section: 8,0451155750,Signet Book,Stephen King,False
926,The Diary of Ellen Rimbauer: My Life at Rose Red,3F Section: 11,0786890436,Hyperion Press,Ellen Rimbauer,False
927,A New Germany in a New Europe,2F Section: 12,0415928087,Routledge,Todd Herzog,False
928,Belonging in the Two Berlins : Kin State Nation (Cambridge Studies in Social and Cultural Anthropology),1F Section: 4,0521427150,Cambridge University Press,John Borneman,False
929,The Great Depression : America 1929-1941,3F Section: 28,0812923278,Three Rivers Press,ROBERT S. MCELVAINE,False
930,Lady of the Shroud,2F Section: 14,0884111342,Amereon Limited,Bram Stoker,False
931,Dark Tide I: Onslaught (Star Wars: The New Jedi Order Book 2),1F Section: 20,0345428544,Del Rey Books,Michael A. Stackpole,False
932,LONG DARK TEA TIME OF THE SOUL,1F Section: 25,0671694049,Pocket,Douglas Adams,False
933,The Return of Simple,2F Section: 15,080901582X,Hill &amp; Wang,Langston Hughes,False
934,Half Moon Street (Charlotte &amp; Thomas Pitt Novels (Paperback)),3F Section: 11,0449006557,Ballantine Books,Anne Perry,False
935,A Minor Indiscretion (Red Dress Ink (Paperback)),1F Section: 16,0373250339,Red Dress Ink,Carol Matthews,False
936,For Better for Worse: A Novel,1F Section: 22,0380820447,Avon Trade,Carole Matthews,False
937,Hidden in Plain View: A Secret Story of Quilts and the Underground Railroad,3F Section: 0,0385497679,Anchor Pub,Jacqueline L. Tobin,False
938,The Forest House,2F Section: 22,0451454243,Roc,Marion Zimmer Bradley,False
939,American Poetry Since 1970: Up Late,1F Section: 0,0941423042,Four Walls Eight Windows,Andrei Codrescu,False
940,Twin Blessings (Love Inspired (Numbered)),3F Section: 23,0373871562,Steeple Hill,Carolyne Aarsen,False
941,West of Dodge: Frontier Stories,1F Section: 7,0553101439,Bantam,Louis L'Amour,False
942,How to Make $1000 a Minute: Negotiating Salaries and Raises,3F Section: 25,0898151910,Ten Speed Pr,Jack Chapman,False
943,Non-manipulative selling,2F Section: 6,0835949362,Reston Pub. Co,Anthony J Alessandra,False
944,Come Before Winter and Share My Hope,2F Section: 18,0880701102,Word Publishing,Charles R. Swindoll,False
945,The Bear and the Dragon,1F Section: 21,039914563X,G. P. Putnam's Sons,Tom Clancy,False
946,Ender's Game (Ender Wiggins Saga (Paperback)),1F Section: 18,0312853238,Tor Books,Orson Scott Card,False
947,Thinking on paper,1F Section: 23,0688048730,W. Morrow,V. A Howard,False
948,Net Force,3F Section: 16,0425161722,Berkley Publishing Group,Tom Clancy,False
949,The Testament,2F Section: 8,0385493800,Doubleday Books,John Grisham,False
950,The Internet Church,3F Section: 18,0849916399,W Publishing Group,Walter P. Wilson,False
951,The Mp3 and Internet Audio Handbook: Your Guide to the Digital Music Revolution,3F Section: 15,1928791107,Teamcom Books,Bruce Fries,False
952,The Way Things Ought to Be,1F Section: 9,067175145X,Pocket Books,Rush H. III Limbaugh,False
953,A Time to Kill,1F Section: 23,0440211727,Dell,JOHN GRISHAM,False
954,The Truth About Texas: Who Needs to Brag? We'Ve Got the Facts,1F Section: 4,0877192820,Gulf Publishing Company,Anne Dingus,False
955,Awakening,2F Section: 14,0380002450,Avon,Kate Chopin,False
956,Wall Street's Picks for 2000: An Insider's Guide to the Year's Best Stocks &amp; Mutual Funds (Wall Street's Picks),2F Section: 8,0793133955,Dearborn Financial Publishing,Kirk Kazanjian,False
957,Poetics of the New American Poetry,3F Section: 21,0394178017,Grove Press,Donald Merriam Allen,False
958,Patriot Games,1F Section: 11,0425134350,Berkley Publishing Group,Tom Clancy,False
959,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,1F Section: 28,0385479689,Main Street Books,William Maples,False
960,Moonlighting: 148 Great Ways to Make Money on the Side,3F Section: 27,0380754851,Harpercollins,Carl Hausman,False
961,Amanda Miranda,2F Section: 8,0380538504,Harper Mass Market Paperbacks (Mm),Richard Peck,False
962,Chasing the Dime,3F Section: 9,044661162X,Warner Books,Michael Connelly,False
963,Tender Triumph (Sonnet Books),2F Section: 13,0671742566,Pocket,Judith McNaught,False
964,The Cat Who Tailed a Thief,1F Section: 14,0515122408,Jove Books,Lilian Jackson Braun,False
965,Guilt,1F Section: 9,0440222818,Island,John T. Lescroart,False
966,On Secret Service,1F Section: 7,0451204050,Signet Book,John Jakes,False
967,Charming Billy,3F Section: 16,038533334X,Delta,Alice McDermott,False
968,All the Days of My Life,3F Section: 21,0449131548,Fawcett Books,Hilary Bailey,False
969,The Dinner Party,3F Section: 5,0440120470,Dell Publishing Company,Howard Fast,False
970,A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback)),2F Section: 16,0451188209,Signet Book,Jessica Fletcher,False
971,Golden Cup,1F Section: 15,0440130913,Dell,Belva Plain,False
972,Murder at the Library of Congress (Capital Crimes (Paperback)),3F Section: 22,0449001954,Fawcett Books,Margaret Truman,False
973,No Safe Place,3F Section: 0,0345404777,Ballantine Books,RICHARD NORTH PATTERSON,False
974,Thorns of Truth,3F Section: 27,0451185277,Signet Book,Eileen Goudge,False
975,Granny Dan,1F Section: 22,0440224829,Random House Inc.,DANIELLE STEEL,False
976,Border Bride,1F Section: 7,0671779338,Pocket,Arnette Lamb,False
977,The Penwyth Curse,3F Section: 23,0515134368,Jove Books,Catherine Coulter,False
978,Xanth 15: The Color of Her Panties,1F Section: 22,0380759497,Eos,Piers Anthony,False
979,Der FÃ?Â¼rst der Finsternis. Roman.,2F Section: 6,3442098424,Goldmann,Anne Rice,False
980,A Reporter's Life,1F Section: 22,0394578791,Knopf,WALTER CRONKITE,False
981,Jacob Marley's Christmas Carol,1F Section: 23,1558505377,Adams Media Corp,Tom Mula,False
982,Practice Makes Pregnant   Manhattan Multiples (Silhouette Special Edition 1569),1F Section: 24,0373245696,Silhouette,Lois Faye Dyer,False
983,The Secret Lives of Girls: What Good Girls Really Do--Sex Play Aggression and Their Guilt,1F Section: 23,0743201078,Free Press,Sharon Lamb,False
984,Hound of the Baskervilles (Aladdin Classics),3F Section: 11,068983571X,Aladdin,Sir Arthur Conan Doyle,False
985,SLEEPING MURDER,2F Section: 24,0553256785,Bantam,AGATHA CHRISTIE,False
986,The Fractal Murders (Pepper Keane Mysteries),1F Section: 26,0892967994,Mysterious Press,Mark Cohen,False
987,Blowtorch Psycho.Com (Bone Chillers No 18),2F Section: 17,0061064505,Harpercollins Juvenile Books,Sherry Shahan,False
988,Final Stand,2F Section: 27,1551668785,Mira,Helen Myers,False
989,Christmas : A Holiday Treasury,3F Section: 19,0836230868,Andrews McMeel Publishing,Della Rowland,False
990,Magic House of Numbers.,2F Section: 17,0381999866,Harpercollins Library,Irving. Adler,False
991,Lord of the Silent: A Novel of Suspense,1F Section: 1,0380817144,Avon,Elizabeth Peters,False
992,Whisper to Me of Love,1F Section: 9,0380752115,Harper Mass Market Paperbacks,Shirlee Busbee,False
993,Wuthering Heights,3F Section: 28,0553212583,Bantam,EMILY BRONTE,False
994,The Stars Shine Down,2F Section: 20,0446364762,Warner Books,Sidney Sheldon,False
995,Toxin,3F Section: 17,0425166619,Berkley Publishing Group,Robin Cook,True
996,This Present Darkness,3F Section: 13,061312975X,Sagebrush Bound,Frank E. Peretti,False
997,The Mothman Prophecies,3F Section: 11,0765341972,Tor Books,John A. Keel,False
998,Meet the Stars of Buffy the Vampire Slayer,1F Section: 7,0590514776,Scholastic,Stefanie Scott,False
999,Rush to the Altar  (Twin Brides),1F Section: 11,0373037430,Harlequin,Rebecca Winters,False
